solve_id,date,total_time,scramble,solution,turns,tps,move_times,analysis_type,device_name,session_name,raw_solution,raw_timestamps,gyro_data,cross_face,cross_moves,cross_time,cross_execution_time,f2l_pair1_moves,f2l_pair1_time,f2l_pair1_recognition_time,f2l_pair1_execution_time,f2l_pair2_moves,f2l_pair2_time,f2l_pair2_recognition_time,f2l_pair2_execution_time,f2l_pair3_moves,f2l_pair3_time,f2l_pair3_recognition_time,f2l_pair3_execution_time,f2l_pair4_moves,f2l_pair4_time,f2l_pair4_recognition_time,f2l_pair4_execution_time,oll_case_id,oll_moves,oll_time,oll_recognition_time,oll_execution_time,pll_case_name,pll_moves,pll_time,pll_recognition_time,pll_execution_time
26963,2025-06-26T18:57:07.620Z,19711,B R U2 B2 D' R F2 R2 D L U B' F' U' L B2 D2 L B' U2 B' R,L R R F' R' D' D' B' B' U D R' D D R U' U' F' D' F D' B D B' R D' R' R' D' R D L' D L R' D D R D' F D F' D B' L' B F' D' F D B' L B D' D' B' B' U' B B D B' B' U D' B U' B U B' D B D' B D,75,3.8049819897519153,"0 391 452 572 691 1020 1172 1502 1620 2130 2581 2761 3000 3090 3181 3540 3631 5310 5431 5491 6240 6812 6960 7051 7710 7831 7893 9241 9391 9480 9751 9840 9962 10321 12002 12095 12152 12302 12391 12720 12840 12990 13833 14010 14192 14310 14551 14943 15060 15302 15481 15601 15721 16290 17071 17461 17523 17760 17910 18002 18091 18180 18210 18331 18337 18602 18660 18780 18902 19020 19260 19380 19471 19590 19711",CFOP,B?_BBC8,Default Session,,,,U,"L R R F' R' D' D' B' B' U D R' D D R U' U'",3631,3631,"F' D' F",1860,1679,181,"D' B D B' R D' R'",2402,749,1653,"R' D' R D L' D L",2428,1348,1080,"R' D D R D' F D F'",2669,1681,988,14,"D B' L' B F' D' F D B' L B",2731,843,1888,V,"D' D' B' B' U' B B D B' B' U D' B U' B U B' D B D' B D",3990,569,3421
26962,2025-06-26T18:56:30.903Z,20852,U' F D2 R' D2 L B L' U' D2 R F2 U2 L F' B L2 U B R2 D2 U2,F D U' L B' U' U' B B D' R' D R B' D' B B D' B' R' D' R B D B' D' B D' D' B' D L' F L F' D L' D' L D' L' D L D' L D' D' L' D' L D' L' L' R L' R U L' R B' B' L R' U L' R L' R D' D' D' L' R L' R U' R L' B' B' R' L U' L' R R L' D' D',89,4.268175714559755,"0 245 360 571 660 1021 1113 1411 1501 2491 3660 3901 4081 4531 4621 4680 4951 5041 5130 5702 5880 5972 7682 7802 7902 8131 8281 8431 8491 8580 8730 9061 9152 9901 10200 11041 11333 11402 11462 11671 11763 11821 11880 12390 12519 12632 12691 12750 12900 12961 13036 13111 14552 14580 14671 14673 15600 16322 16350 16500 16590 16742 16742 16950 17072 17074 17161 17165 17402 18001 18163 18751 18782 18875 18876 19441 19651 19682 19982 20041 20132 20132 20371 20492 20492 20611 20611 20760 20852",CFOP,B?_BBC8,Default Session,,,,U,"F D U' L B' U' U' B B",1501,1501,"D' R' D R B' D' B",3179,990,2189,"B D' B' R' D' R",1292,271,1021,"B D B' D' B D' D' B' D L' F L F'",4228,1710,2518,"D L' D' L D' L' D L",1680,841,839,25,"D' L D' D' L' D' L D' L'",1231,510,721,Ub,"L' R L' R U L' R B' B' L R' U L' R L' R D' D' D' L' R L' R U' R L' B' B' R' L U' L' R R L' D' D'",7741,1441,6300
26961,2025-06-26T18:55:51.749Z,15629,L' F D2 F2 U' D' R2 F B D' L U R U' F' R F R D' U' B R',U R L' B' U L L F' D' F D R D R' L' D' L D' D' L D' D' L' D' L D L' D R' D' R D F' R F R' L D L' D' L' F L F' D' D' L L U B' D B' D' B U' L' L' F' D F D,61,3.903000831787063,"0 117 538 720 1528 1806 1888 3269 3418 3598 3929 4078 4198 4259 6390 6538 6568 7108 7410 7618 7708 7768 7828 8068 8131 8249 8338 9149 9568 9688 9750 9868 10318 10409 10559 10618 11338 11458 11520 11608 11699 11758 11938 11998 12808 13318 13768 13828 14008 14218 14338 14428 14519 14669 14818 14878 14969 15059 15299 15449 15629",CFOP,B?_BBC8,Default Session,,,,U,"U R L' B' U L L",1888,1888,"F' D' F D R D R'",2371,1381,990,"L' D' L",2309,2131,178,"D' D' L D' D' L' D' L D L'",1770,540,1230,"D R' D' R D F' R F R'",2280,811,1469,32,"L D L' D' L' F L F'",1380,720,660,Ga,"D' D' L L U B' D B' D' B U' L' L' F' D F D",3631,810,2821
26960,2025-06-26T18:55:13.988Z,19858,L B' L F B2 D R' D F' R L2 U2 D L F D2 B' U2 B' R2 D F,U' U' F' F D F' R L' B' D F D' F' D L D' L' D' D' L' D' L R' D R D L D L' D' R' D D R D' D' R' D R D R D R' D' R R' R D R' B' L B' L' L' D L D L' D' L B B D' R D' R' D' R D R U R' D' R U' R' D' D' R' D',80,4.028603081881357,"0 87 417 837 987 1259 1437 1498 1918 2488 2938 3028 3088 5488 6027 6148 6238 6867 7527 7650 7737 7827 8458 8728 8938 9267 9399 9479 9539 10467 10648 10799 10858 11129 11307 11368 11429 11517 11608 13017 13409 13527 13649 13859 13887 13977 14037 14217 14277 15447 15538 15627 15717 15777 15838 15987 16108 16138 16258 16349 16649 16708 17550 18148 18238 18299 18391 18479 18599 18749 18808 18897 19047 19167 19229 19407 19528 19589 19737 19858",CFOP,B?_BBC8,Default Session,,,,U,"U' U' F' F D F' R L' B'",1918,1918,"D F D' F' D L D' L' D' D' L' D' L",5909,570,5339,"R' D R D L D L'",1712,631,1081,"D' R' D D R D' D' R' D R",2069,928,1141,"D R D R' D' R R' R D R'",2669,1409,1260,28,"B' L B' L' L' D L D L' D' L B B",2431,1170,1261,Ra,"D' R D' R' D' R D R U R' D' R U' R' D' D' R' D'",3150,842,2308
26959,2025-06-26T18:54:37.006Z,18990,L U2 R' D F2 U' R2 L' B L2 D2 R D' B L' B' L F L' F B2 U',U L' L' D R R B B R D' R' D D L' D L D' D' R D' R' L D' L' R D' R' D B' D B R D F D' F' R' F D' F' D' F D' D' F' F D' D' F' D' F D' D' F' F' R F R' D' D' F' B R F R' B' D' F D F' D F D' D' F' F D F' D F D F' R' F D F' D' F' R F F D' F' D D F D' F' D D,100,5.265929436545551,"0 629 750 1020 1379 1439 1770 1830 2760 2879 3029 3329 3440 3479 3670 3750 4589 4649 4889 5189 5281 5669 5790 5909 6480 6569 6659 6929 7379 7499 7621 8283 8401 8609 8669 8759 9090 9149 9241 9332 9900 11371 11459 11520 11640 11820 12090 12149 12241 12510 12751 12840 12901 12959 13080 13169 13440 13500 13651 13740 14040 14040 14310 14400 14490 14579 15120 15240 15390 15480 15665 15819 15899 15959 16019 16740 16860 16950 17069 17162 17279 17370 17523 17580 17677 17729 17819 17910 18059 18149 18181 18240 18331 18509 18600 18632 18690 18809 18931 18990",CFOP,B?_BBC8,Default Session,,,,U,"U L' L' D R R B B",1830,1830,"R D' R' D D L' D L",1920,930,990,"D' D' R D' R' L D' L'",2159,839,1320,"R D' R' D B' D B",1712,571,1141,"R D F D' F' R' F D' F'",1711,662,1049,17,"D' F D' D' F' F D' D' F' D' F D' D' F' F' R F R' D' D' F' B R F R' B' D' F D F' D F D' D' F'",6687,568,6119,Na,"F D F' D F D F' R' F D F' D' F' R F F D' F' D D F D' F' D D",2971,721,2250
26958,2025-06-26T18:53:58.786Z,17461,F B2 D F2 D2 F2 R B F U F' R B F D U R2 L' F' D L' U2,B' D' U' B' U U L R' B' U' D' D' D F' D D F D' D' R' D' R L' D L D' D' R D' R' L D L' D F' D' F L' D' L D' D' L' D L B R D R' D' B' F D L D' L' F' D' R' L R' L U' R' L R' L D' L R' B' B' R' L R' L F' F' R' L,80,4.581639081381365,"0 209 239 389 630 990 1319 1350 1800 2040 2639 2729 3480 3689 3869 3929 4019 4409 4951 5370 5462 5519 6660 6779 6930 7141 7229 7289 7440 7532 9029 9661 9902 10050 10411 10620 10711 11310 11459 11549 11640 11700 11761 11852 11910 12779 12990 13140 13201 13290 13440 13711 14011 14131 14250 14370 14521 15419 15750 15753 15812 15814 15961 16053 16055 16141 16145 16290 16412 16414 16590 16650 16711 16711 16800 16804 16979 17040 17461 17461",CFOP,B?_BBC8,Default Session,,,,U,"B' D' U' B' U U L R' B' U'",2040,2040,"D' D' D F' D D F D' D' R' D' R",3479,599,2880,"L' D L D' D' R D' R'",2013,1141,872,"L D L' D F' D' F",3179,1497,1682,"L' D' L D' D' L' D L",1199,599,600,1,"B R D R' D' B' F D L D' L' F'",2611,869,1742,Z,"D' R' L R' L U' R' L R' L D' L R' B' B' R' L R' L F' F' R' L",2940,898,2042
26957,2025-06-26T18:53:14.724Z,15840,L' B2 F U D2 R' F' R2 B2 R2 B D2 F B2 R' F L2 D R B2 F' D',U' F U R B U D' F D' D' F' R D R' D' L' D' L D' D' L' D L D' D' L D' D' L' D' F D' F' L' F L F' D D' F' B F' R' F R' F' R R F R' F B' F' D' F D' F' D' F L F' F F' D' F D F L' F' F' D F D' D' F' D F D' D',79,4.987373737373737,"0 209 388 630 1139 1499 1858 2009 2159 2218 2280 2728 2849 2910 3539 3930 4049 4109 4380 4469 4589 4680 4740 5880 5969 6299 6419 6510 6599 6839 7230 7319 7409 8430 8490 8609 8670 9239 9719 10170 10172 10320 10529 10679 10770 10860 11011 11101 11220 11399 11640 11640 12571 12689 12779 12869 12989 13111 13229 13379 13469 13620 13679 13889 13979 14069 14161 14251 14279 14339 14429 14580 14669 14731 14789 15029 15301 15779 15840",CFOP,B?_BBC8,Default Session,,,,U,"U' F U R B U",1499,1499,"D' F D' D' F' R D R'",1411,359,1052,"D' L' D' L D' D' L' D L",1830,629,1201,"D' D' L D' D' L' D' F D' F'",2669,1140,1529,"L' F L F'",1261,1021,240,11,"D D' F' B F' R' F R' F' R R F R' F B'",2970,569,2401,Nb,"F' D' F D' F' D' F L F' F F' D' F D F L' F' F' D F D' D' F' D F D' D'",4200,931,3269
26956,2025-06-26T18:52:41.884Z,14419,U' B' R2 F U' D2 R D' L R2 B' R' L2 U F D2 B' D2 L' B D2 U,B B U' R' D R' B R D' D' R' D' R D R' D' D' R' D' R D B D B' D' F D' D' F' D' F D F' F' D' F D' F' D F F' R' B R' B' R R F D' D' F D F' R' F D F' D' F' R F F D' F' D,65,4.5079409112975934,"0 79 291 591 741 829 981 2060 2179 2239 2749 2870 2959 3079 3169 5129 5209 5481 5642 5691 6470 7129 7219 7341 7850 8150 8239 8300 8389 8570 8659 8779 8810 9985 10159 10258 10459 10551 10641 10700 11419 11541 11629 11719 11809 11929 11989 12050 13070 13159 13219 13341 13459 13612 13672 13759 13819 13941 14000 14059 14119 14179 14241 14329 14419",CFOP,B?_BBC8,Default Session,,,,U,"B B U' R' D R' B",981,981,"R D' D' R' D' R D R'",2188,1079,1109,"D' D' R' D' R D B D B'",4172,1960,2212,"D' F D' D' F' D' F D F'",1469,509,960,"F' D' F D' F' D F",1890,1175,715,7,"F' R' B R' B' R R F",1350,719,631,Jb,"D' D' F D F' R' F D F' D' F' R F F D' F' D",2369,1020,1349
26955,2025-06-26T18:52:08.798Z,32160,B R' U2 F2 R2 U' F' U2 D L' R2 D2 U' B2 U2 R' U2 L2 U B' F D,F L L U' L' B U' D' D' F D F' U' D' B D' B' D' F D' F' D D B' D' B F D D F' D L D' L' D U' U R D D R' R' D' R R D' R' D' D' D' F L' F' L D L D L' D' L D' L' D' D L B' L' F L B B' L' F' L B L' F L B' L' F' L B L' D' B R' B' L B R B' L' D' R F' R' B R F R' B' R F R' B R F' R' B' D D,112,3.4825870646766175,"0 90 182 901 1110 1531 1711 3840 4080 4681 4952 5070 5880 6727 6962 7052 7112 7712 7893 8041 8132 8460 8520 8640 8760 8852 9631 9752 9811 9902 10140 10472 10682 10861 11671 11970 12810 13322 13440 13503 13590 13650 13860 13922 14010 14131 14401 16231 16381 17100 17700 17791 17971 18031 18210 18333 18691 18781 18960 19051 19142 19231 19920 21240 21810 21871 21991 22052 22171 22381 22831 23191 23370 23552 23672 23761 24031 24421 24632 24841 24932 26611 26702 26791 27485 27871 27961 28141 28233 28322 28442 28502 28621 29132 30244 30310 30423 30542 30631 30722 30782 30902 31023 31111 31202 31262 31385 31445 31532 31622 32071 32160",CFOP,B?_BBC8,Default Session,,,,U,"F L L U' L' B U' D' D' F D F' U'",5880,5880,"D' B D' B'",1232,847,385,"D' F D' F' D D B' D' B",1740,600,1140,"F D D F' D L D' L'",2009,779,1230,"D U' U R D D R' R' D' R R D' R'",3540,810,2730,30,"D' D' D' F L' F' L D L D L' D' L D' L'",4830,1830,3000,E,"D' D L B' L' F L B B' L' F' L B L' F L B' L' F' L B L' D' B R' B' L B R B' L' D' R F' R' B R F R' B' R F R' B R F' R' B' D D",12929,689,12240
26954,2025-06-26T18:51:07.697Z,19261,U' F L U' L' B' R' F2 L2 F' R L' B U2 B2 D' R2 U B' F R' D',L' F L R U R U' U' D B' D' B D' R D R' D R' D R D' D' R' D R D' D' D' F' D F D F' D F D' L B' L' B D F' D D F D' D' F' D F D B' L' D' L D' B D B' D B D' B B U B' D' D' B U' B' D' D' B' D' D' B' D' D' B D D B' L B D B' D' B' L' B D' D B D',95,4.932246508488656,"0 121 240 571 991 1171 1500 1591 2701 2987 3060 3180 3422 3780 3870 3960 4170 4320 4442 4563 4652 4981 5190 5251 5311 6481 7381 7456 7831 7920 8010 8101 8192 8401 8520 8640 8970 9030 9180 9240 9810 9930 10110 10171 10470 10650 10710 10801 10892 10922 11701 11970 12122 12270 12480 12721 12930 13022 13080 13201 13290 13920 14192 14251 14310 14462 14581 14670 14760 14881 14970 15120 15180 15241 16080 16140 16860 17018 17020 17161 17340 17491 17552 17792 17881 17988 18031 18120 18302 18480 18541 18660 18990 19171 19261",CFOP,B?_BBC8,Default Session,,,,U,"L' F L R U R U' U'",1591,1591,"D B' D' B D' R D R'",2369,1110,1259,"D R' D R D' D' R' D R",1351,210,1141,"D' D' D' F' D F D F' D F D' L B' L' B",3929,1170,2759,"D F' D D F D' D' F' D F",1682,570,1112,54,"D B' L' D' L D' B D B' D B D' B B U B' D' D' B U' B' D' D' B'",4319,779,3540,Rb,"D' D' B' D' D' B D D B' L B D B' D' B' L' B D' D B D'",4020,839,3181
26953,2025-06-26T18:50:27.085Z,18359,F2 R U2 D' L' B' R' F' R' L U L' B2 U2 F' R L' B' D U' R L',D' R' B R R U B' U D L' D' L L D L' L D' L' U L D L' D' R D R' D' R D' D' R' D' D' B D' B' D B' D' B D R' D' R D' B' D' B D' R D R' D' D' R D R' D' R' B R R D R' D' B' D D' R D R' U D' R R D' R D' R' D R' D R' R' U' D',86,4.6843509995097765,"0 118 209 308 328 569 1138 1348 2308 2668 2788 2849 3118 3240 3328 3659 3809 3899 4649 4859 4979 5338 5668 6719 6840 6928 7018 7109 7259 7319 7379 7590 7648 8069 8128 8219 9298 9540 9629 9718 9868 10199 10259 10648 11369 11609 11758 11938 12088 12208 12270 12332 13228 13288 13408 13528 13619 13711 13798 13860 13949 14011 14128 14219 14309 14488 15238 15898 16019 16500 16590 16717 16738 16888 16979 17069 17189 17400 17520 17670 17759 17820 17878 17938 18120 18359",CFOP,B?_BBC8,Default Session,,,,U,"D' R' B R R U B' U D L' D' L L D L' L D' L' U",4649,4649,"L D L'",689,210,479,"D' R D R' D' R D' D' R' D' D' B D' B'",2881,330,2551,"D B' D' B D R' D' R",2429,1079,1350,"D' B' D' B D' R D R'",1684,721,963,8,"D' D' R D R' D' R' B R R D R' D' B'",2156,896,1260,Gd,"D D' R D R' U D' R R D' R D' R' D R' D R' R' U' D'",3871,750,3121
26952,2025-06-26T18:49:46.303Z,13800,D B2 R L D2 L' B' U2 F' B' L2 U2 R' F R D' U' F2 U' L2 F2 R2,U F' F' D' D' F B' R U' B U D F D' D' F' L D' L' D B' D B B D B' D D B' D D B D B' D' B D F D F' D' F D' D' F' F' D' F F D' F' F' D' D' F D' D',57,4.130434782608695,"0 211 301 419 540 989 1439 1891 2309 2429 2759 3599 4290 4381 4471 4500 5129 5190 5340 5850 6571 6659 6779 6989 7619 7709 7980 8579 8700 8850 8910 9000 9210 9269 9391 9450 10171 10808 10919 11009 11910 12060 12179 12240 12329 12389 12539 12600 12660 12750 12839 12900 13050 13079 13170 13681 13800",CFOP,B?_BBC8,Default Session,,,,U,"U F' F' D' D' F B' R U' B U",2759,2759,"D F D' D' F' L D' L'",2581,840,1741,"D B' D B B D B'",2369,510,1859,"D D B' D D B D B' D' B",1741,271,1470,"D F D F'",1559,721,838,21,"D' F D' D' F' F' D' F F D' F' F' D' D' F",2161,901,1260,Unknown,"D' D'",630,511,119
26951,2025-06-26T18:49:01.320Z,18029,R' L' D' R D L B' U R L2 U F2 R2 D2 U' B' L2 D B U2 D F2,B U D' D' B' L U D' F' D F D' D D L' D D L B' D' B D' D' D' B D B' D' R' D' R D' B D B' D' F' R' F B' D' B D F' R F D' F D' D' F' D' F D' F' D' D' F D' D' F' D' F D' F' D' F' D' D' F D D F' R F D F' D' F' R' F F D,83,4.603694048477453,"0 90 390 419 538 690 1078 1979 2099 2188 2249 2608 3029 3958 4200 4349 4438 4499 4920 5009 5069 5818 6479 6572 6689 6988 7108 7288 7621 7710 7770 8670 9179 9328 9599 10438 10648 10828 10949 11159 11280 11370 11488 11580 11703 11758 12358 12478 12599 12658 12729 12839 12928 12989 13048 13770 13828 13980 14129 14158 14220 14370 14459 14548 14609 16138 16320 16438 16499 16620 16738 16829 16920 17098 17220 17311 17370 17488 17638 17790 17855 17908 18029",CFOP,B?_BBC8,Default Session,,,,U,"B U D' D' B' L U",1078,1078,"D' F' D F",1171,901,270,"D' D D L' D D L B' D' B",2820,359,2461,"D' D' D' B D B' D' R' D' R",2701,749,1952,"D' B D B'",1829,900,929,13,"D' F' R' F B' D' B D F' R F D' F D' D' F' D' F D' F' D' D' F D' D' F' D' F D' F'",5010,839,4171,Rb,"D' F' D' D' F D D F' R F D F' D' F' R' F F D",3420,1529,1891
26947,2025-06-26T18:46:30.262Z,11340,U2 L' B' L' B2 D L' U' D2 B2 U2 L' U' D' L F L U2 D L' B2 U',R F' F' D D B' D' D' B' D' F' D' F D' R' D' R D D D' D' L D' L' R D R' D' R' B' R L' D' L D R' B R D' D' R' D' B' R D R' D' R' B R R D' R' D' R D R' D R,59,5.202821869488536,"0 239 301 600 659 1081 1440 1561 1860 2849 3000 3149 3240 3422 3780 3869 3930 4379 4442 5348 5429 5521 5611 5730 6542 6659 6720 7619 7829 7950 8040 8190 8309 8401 8490 8579 8700 8729 9540 9599 9809 9967 10079 10141 10229 10291 10409 10479 10529 10590 10651 10709 10769 10801 10919 11040 11129 11219 11340",CFOP,B?_BBC8,Default Session,,,,U,"R F' F' D D B' D' D' B'",1860,1860,"",0,0,0,"D' F' D' F D' R' D' R",2070,989,1081,"D D D' D' L D' L'",1800,449,1351,"R D R'",990,812,178,14,"D' R' B' R L' D' L D R' B R",2009,899,1110,F,"D' D' R' D' B' R D R' D' R' B R R D' R' D' R D R' D R",2611,811,1800
26946,2025-06-26T18:45:52.311Z,20669,D U' R L2 F' U' D2 R' L2 U' R U R F' D2 L2 U2 D2 L R D F,U' L' B' U' U' B' L' L' U' U' D R' D' R B' D B L' D' L D' B D B' D D D F D' F' D D F' D D F D' L D L' D D F F' F' D' R' D R F R' D R F' D' R' D R R F R' D' R' D R D' L D L' L L' F' L D L' D' L' F L L D' L' D',83,4.015675649523441,"0 209 478 1259 1379 1619 1829 1950 2398 2490 2879 3210 3360 3418 4050 4259 4380 5340 5519 5850 6090 6268 6389 6449 6838 7739 7890 8369 8518 8699 8849 9209 9360 9538 9600 9718 9838 10320 10471 10559 11398 11490 12629 13259 13621 13948 14129 14248 14429 14699 14790 14909 15001 15899 16049 16199 16289 16380 16438 16832 16949 17129 17249 17280 17369 18809 18870 18988 19111 19319 19439 19776 19919 20040 20099 20197 20279 20369 20429 20490 20579 20609 20669",CFOP,B?_BBC8,Default Session,,,,U,"U' L' B' U' U' B' L' L' U' U'",2490,2490,"D R' D' R B' D B",1890,389,1501,"L' D' L D' B D B'",2069,960,1109,"D D D F D' F' D D F' D D F D' L D L'",4110,389,3721,"D D F F' F' D' R' D R F R' D R",4442,839,3603,13,"F' D' R' D R R F R' D' R' D R",2368,898,1470,Jb,"D' L D L' L L' F' L D L' D' L' F L L D' L' D'",3300,1440,1860
26945,2025-06-26T18:45:16.216Z,14760,R U2 F' B L' R2 B' R2 D B2 U' D B' F2 U2 L B L' B2 F2 D U2,L' U' D L' R F B' D' D' D' R D R' D L D L' D' F D' F' B D B' D' L D' L' D L' D L D' B D B' D D L D' L' D' D' L D B D' B' D' L' D F' D' D' F D D F' R F D F' D' F' R' F F,67,4.53929539295393,"0 150 178 268 899 1108 1108 2070 2700 2790 3122 3209 3299 3719 3958 4109 4199 4439 4889 4980 5068 5818 5939 6089 6212 6659 6779 6899 7259 7438 7558 7679 7768 8129 8249 8458 8850 9570 10289 10439 10620 10770 10831 11040 11308 11398 11458 11549 11760 11909 12958 13109 13229 13288 13439 13558 13618 13708 13919 14008 14128 14218 14308 14490 14638 14698 14760",CFOP,B?_BBC8,Default Session,,,,U,"L' U' D L' R F B'",1108,1108,"D' D' D' R D R'",2191,962,1229,"D L D L' D' F D' F'",1769,420,1349,"B D B' D' L D' L'",1831,750,1081,"D L' D L D' B D B'",1559,360,1199,40,"D D L D' L' D' D' L D B D' B' D' L'",3451,392,3059,Rb,"D F' D' D' F D D F' R F D F' D' F' R' F F",2851,1049,1802
26944,2025-06-26T18:44:45.243Z,14102,F U L' D' L D' B2 L2 U2 B2 L2 R2 D' F' L2 U' R' B U D' R2 F,U' U' R U' F' F' U' F U' D' L' D' L D' F' D F B D' B' D' R' D' R D' R D' R' D' R D' R' D R D' R' D' L' D L D' D' B D B' D R F D F' D' F D F' D' R' D F D' F' D' F D F U F' D' F U' F' D' D' F' D',74,5.24748262657779,"0 61 211 420 962 1052 1294 1741 2132 2580 3003 3152 3211 3511 4140 4471 4621 5071 5221 5349 5490 5941 6062 6091 6600 6901 7022 7141 7262 7321 7500 7591 7714 7771 7831 7922 8460 8673 8761 8881 8970 9063 9331 9452 9511 10024 10500 10741 10831 10922 11041 11102 11191 11252 11342 11522 12031 12301 12451 12540 12633 12692 12841 12961 13082 13171 13292 13412 13472 13622 13741 13831 13951 14102",CFOP,B?_BBC8,Default Session,,,,U,"U' U' R U' F' F' U' F U'",2132,2132,"D' L' D' L D' F' D F",2489,448,2041,"B D' B' D' R' D' R",1470,450,1020,"D' R D' R' D' R D' R' D R D' R'",1831,509,1322,"D' L' D L D' D' B D B'",1589,538,1051,47,"D R F D F' D' F D F' D' R'",2011,513,1498,Ra,"D F D' F' D' F D F U F' D' F U' F' D' D' F' D'",2580,509,2071
26943,2025-06-26T18:44:06.933Z,20911,B L F' D2 U' L' D B' L' B2 L U2 F2 R2 L F2 B2 L' D' B' L B2,U' F' R F F D' D' B' B' U U F U' U' R' D' R D' F D F' D L' D L D D R D R' D B' D' B D' D' L D' L' D D F L' F' L L D' D' L' D' L D' L' D' D' D L' L' U' L L D L' L' U D' L U' L U L' D L D' L D D' D',78,3.730094208789632,"0 151 242 392 451 644 721 931 1052 3511 3661 3781 4201 4321 6000 6210 6391 6570 6693 6811 6842 7713 8101 8161 8252 9511 9571 9878 10170 10591 10922 11011 11131 11223 11850 12481 12604 12753 12811 12992 13052 13563 13681 13891 13923 15588 15631 15693 15754 15903 16021 16112 16171 16713 17250 17942 18242 18331 18481 18661 18721 18841 18903 18962 19055 19081 19291 19411 19503 19681 19802 19921 19981 20041 20138 20588 20792 20911",CFOP,B?_BBC8,Default Session,,,,U,"U' F' R F F D' D' B' B' U U F U' U'",4321,4321,"R' D' R D' F D F'",2521,1679,842,"D L' D L",1410,871,539,"D D R D R' D B' D' B",2971,1259,1712,"D' D' L D' L' D D F L' F' L",2700,627,2073,25,"L D' D' L' D' L D' L'",2248,1665,583,V,"D' D' D L' L' U' L L D L' L' U D' L U' L U L' D L D' L D D' D'",4740,542,4198
26942,2025-06-26T18:43:28.952Z,14191,L2 R F R2 F B2 R2 F2 D2 R2 U' B R' B' L' B' R2 L F B' D B,F B' R' R' L L U' U' D R' D R D' F' D F D F' D F D D L' D L D B' D B D' F' D' F D' D' F' D F D' B' L L F L F' L B D F F R' R' F' L' F R' R' F' L F',60,4.228031851173279,"0 330 570 719 1199 1319 1740 1860 2399 2700 2789 2879 3629 3780 3840 3990 4079 4141 4349 4469 4650 4739 5400 5461 5519 6449 6749 6809 6899 8310 8699 8849 8971 9089 9149 9211 9300 9361 10049 10651 10800 10950 11039 11220 11279 11429 11550 12217 13081 13141 13230 13320 13440 13559 13681 13829 13889 14039 14130 14191",CFOP,B?_BBC8,Default Session,,,,U,"F B' R' R' L L U' U'",1860,1860,"D R' D R",1019,539,480,"D' F' D F D F' D F D D L' D L",2640,750,1890,"D B' D B",1380,930,450,"D' F' D' F D' D' F' D F",2462,1411,1051,4,"D' B' L L F L F' L B",2189,688,1501,Aa,"D F F R' R' F' L' F R' R' F' L F'",2641,667,1974
26941,2025-06-26T18:43:00.255Z,17489,D' L' U F R' D R2 D2 U B F' D B' F L2 B2 U' D' B L2 U2 R,B R U L U R R U' D' L D L' D' L D' D' L' D' R D' R' D' L' D' D' L D' F' D F D R' D' R D L' D L D' D' F D' D' F' D D F D' F' D D' D' F D' D' F' D' F D' F' D' D' D' F D F' F D' F' D F D F' R' F D F' D' F' R F F D' F',84,4.803019040539768,"0 122 330 599 959 1919 1981 2490 3871 4349 4470 4559 4651 4740 4950 5009 5101 5341 5461 5580 5700 6180 6330 6480 6539 6633 7049 7290 7380 7441 8041 8310 8430 8461 8730 8819 9000 9122 9959 10109 10500 10559 10650 10740 10831 10919 10980 11039 11101 11669 12060 12180 12300 12510 12570 12630 12720 12839 12932 12990 13769 14579 14700 14851 15029 15389 15570 15659 15779 16080 16199 16349 16470 16649 16709 16830 16919 17009 17070 17131 17219 17280 17341 17489",CFOP,B?_BBC8,Default Session,,,,U,"B R U L U R R U'",2490,2490,"",0,0,0,"D' L D L' D' L D' D' L' D' R D' R'",3210,1381,1829,"D' L' D' D' L D' F' D F D R' D' R D L' D L",3422,480,2942,"D' D' F D' D' F' D D F D' F'",1979,837,1142,25,"D D' D' F D' D' F' D' F D' F'",1889,568,1321,Jb,"D' D' D' F D F' F D' F' D F D F' R' F D F' D' F' R F F D' F'",4499,779,3720
26940,2025-06-26T18:42:26.608Z,17069,B F' R2 F' D' B R F L2 F2 B2 L2 D2 L2 R B2 R' F2 B2 R2 B F',B' B' U B L L B D' D' B' D' F D' F' D' D' D B' D' B L' D L R D R' D L D L' D' L D L' D F L' F' R F L F' R' D L D L' U D' L L D' L D' L' D L' D L' L' U',61,3.573730154080497,"0 181 2639 2968 3298 3390 4498 4619 4679 4740 5189 5339 5459 5608 6358 7198 7590 7858 7980 8129 8881 8968 9089 9899 10019 10140 11458 11668 11849 11939 12038 12119 12271 12329 12899 13199 13288 13469 13558 13648 13800 13858 13980 14910 15360 15450 15511 15600 15629 15838 15928 16019 16142 16328 16469 16559 16680 16738 16840 16890 17069",CFOP,B?_BBC8,Default Session,,,,U,"B' B' U B L L",3390,3390,"B D' D' B' D' F D' F'",2218,1108,1110,"D' D' D B' D' B L' D L",3481,750,2731,"R D R'",1051,810,241,"D L D L' D' L D L'",2189,1318,871,24,"D F L' F' R F L F' R'",1651,570,1081,Gd,"D L D L' U D' L L D' L D' L' D L' D L' L' U'",3089,930,2159
