solve_id,date,total_time,scramble,solution,turns,tps,move_times,analysis_type,device_name,session_name,raw_solution,raw_timestamps,gyro_data,cross_face,cross_moves,cross_time,cross_execution_time,f2l_pair1_moves,f2l_pair1_time,f2l_pair1_recognition_time,f2l_pair1_execution_time,f2l_pair2_moves,f2l_pair2_time,f2l_pair2_recognition_time,f2l_pair2_execution_time,f2l_pair3_moves,f2l_pair3_time,f2l_pair3_recognition_time,f2l_pair3_execution_time,f2l_pair4_moves,f2l_pair4_time,f2l_pair4_recognition_time,f2l_pair4_execution_time,oll_case_id,oll_moves,oll_time,oll_recognition_time,oll_execution_time,pll_case_name,pll_moves,pll_time,pll_recognition_time,pll_execution_time
27071,2025-06-26T21:28:24.657Z,25048,R' D R2 D R2 B' U R2 B2 R2 B L' D' F2 R D F R' L' D' L U',U' L B' B' U' R' B R U' D L' L U L' D L D' U' F' D F D D D L' D' L D' R' D' R B' D B D' D' R' D R D R' D R D' R' D R D D' B D R D' R' B' D F L D L' D' F' D' D' D' R F' R B' B' R' F R B' B' R' R' D,78,3.114021079527308,"0 627 1198 1378 2518 2788 3088 3299 3959 4408 4679 4768 5278 5639 5818 5998 6361 7169 7918 8069 8248 8668 9418 10559 10831 11068 11191 11548 11940 12118 12208 12690 12838 12990 13498 14339 14728 14878 14998 15118 15177 15448 15600 15689 15777 15869 15958 16558 17368 17639 18209 18328 18449 18538 18778 18988 19319 19528 19619 19708 19798 19979 20428 20788 21478 22378 22468 22618 22830 23368 23667 23757 23907 24149 24238 24358 24389 25048",CFOP,B?_BBC8,Default Session,,,,U,"U' L B' B' U' R' B R U'",3959,3959,"D L' L U L' D L D' U' F' D F",4289,449,3840,"D D D L' D' L",2943,420,2523,"D' R' D' R B' D B",1799,357,1442,"D' D' R' D R D R' D R D' R' D R",2968,508,2460,3,"D D' B D R D' R' B' D F L D L' D' F'",4021,600,3421,Ab,"D' D' D' R F' R B' B' R' F R B' B' R' R' D",5069,449,4620
27070,2025-06-26T21:27:11.414Z,29790,L2 D2 L B D B U2 L B' F2 R B D' U' L2 D' R2 U2 F' B U2 D',F U F' D' D' F' U R U D' D' D L' D' L D L' D D L D D B' D B B D' B' D D B D' B' D D F' D F L' F L F' D' D' F D F' D' F D F' R D F D' F' R' D D' D' L B D B' D' L' D' D' B' B' U' L D' L D L' U B B R D' R' D' D',84,2.8197381671701915,"0 211 690 840 931 1020 1381 1560 1920 2376 3121 4620 7530 7709 7769 7890 8020 8279 8341 8461 8700 8761 9330 9421 9511 12360 12510 12900 13110 13170 13260 13380 13470 16081 16170 16350 16743 17009 17256 17370 17550 17640 19109 20250 20400 20850 21030 21180 21271 21511 21632 22680 22921 23009 23101 23219 23408 23700 24061 24150 24329 24660 24750 24870 24931 25110 26219 26700 27060 27150 27389 27511 27689 27899 28049 28170 28381 28591 28740 28949 29101 29280 29459 29790",CFOP,B?_BBC8,Default Session,,,,U,"F U F' D' D' F' U R U",1920,1920,"D' D' D L' D' L D L' D D L D D B' D B",7591,456,7135,"B D' B' D D B D' B'",3959,2849,1110,"D D F' D F L' F L F'",4170,2611,1559,"D' D' F D F' D' F D F'",3992,1469,2523,2,"R D F D' F' R' D D' D' L B D B' D' L'",3478,1048,2430,Gc,"D' D' B' B' U' L D' L D L' U B B R D' R' D' D'",4680,1109,3571
27069,2025-06-26T21:26:18.433Z,29942,R2 U L2 U2 L' U D R' F' R2 B F2 L2 F2 B D' L B' D2 B R2 B2,U B U' U' D D U' B U' U' R' U' D' B' D B D' D' R D R' D' D' L' D' D' L L D L' D' D' L' D L D D L' D L D D D' R' D R F' R F R' D D' D' L' F' D' F D' L D L' D L D R' D' R F R' D' R D R F' R' R' D R D' D',80,2.671832208937279,"0 179 421 573 3002 3091 3629 4109 4861 5009 5489 5849 7109 7289 7443 7713 7891 7982 8551 8731 8883 10204 11102 11372 11729 11791 12091 12452 12751 12962 14761 14850 15719 16143 16229 16711 16799 17012 17251 17729 18209 18391 19441 19979 20131 20463 20699 20821 21059 21181 22051 22532 22589 22889 23039 23219 23699 24034 24209 24419 24543 24751 24929 27630 27873 28081 28199 28349 28501 28621 28711 28829 28919 28951 29041 29103 29189 29373 29824 29942",CFOP,B?_BBC8,Default Session,,,,U,"U B U' U' D D U' B U' U' R' U'",5849,5849,"D' B' D B D' D' R D R'",3034,1260,1774,"D' D' L' D' D' L L D L'",4079,1321,2758,"D' D' L' D L D D L' D L",4767,1799,2968,"D D D' R' D R F' R F R'",3452,480,2972,51,"D D' D' L' F' D' F D' L D L' D L",3748,870,2878,Ja,"D R' D' R F R' D' R D R F' R' R' D R D' D'",5013,2701,2312
27068,2025-06-26T21:25:16.746Z,16683,F2 D' U L' R2 D F B2 R' F2 U' B D' R U B2 D U B2 D B' R',L F' F' B U' U' D R D R' L D D L' D' B' D' B D F' D D F F D F' B D' D' B' D L' D' L D' D' L D' L' D F' D' F D F D F' D F D' F' D F D' D' F' D B' D' B R B' D' B D B R' B' B' D B D,72,4.315770544866031,"0 61 180 479 931 1020 1500 2309 2519 2611 3090 3271 3420 3571 3750 4382 4530 4591 5670 5820 6031 6089 6180 6329 6480 6572 8280 8401 8551 8761 8911 9781 9960 9990 10951 11070 11159 11341 11462 11553 11941 12029 12090 12660 12989 13141 13232 13320 13409 13530 13652 13741 13890 13981 14040 14101 15060 15240 15389 15540 15689 15810 15931 16019 16083 16200 16259 16351 16409 16470 16591 16683",CFOP,B?_BBC8,Default Session,,,,U,"L F' F' B U' U'",1020,1020,"D R D R' L D D L' D' B' D' B",3571,480,3091,"D F' D D F F D F'",1981,1079,902,"B D' D' B' D L' D' L",3418,1708,1710,"D' D' L D' L' D F' D' F",2100,961,1139,20,"D F D F' D F D' F' D F D' D' F'",2011,570,1441,Ja,"D B' D' B R B' D' B D B R' B' B' D B D",2582,959,1623
27067,2025-06-26T21:24:28.621Z,25349,D2 L2 R B2 R' B R D2 U' F' D B D B' U D R L2 U2 L B F',B' F D L' F U' U' D D' L D L' L' D' L D D R D' R' R' D R L D L' D' L D' D' L' D L D' L' D' D' D' R' R L' D L D' B D' B' D' R D D R' D B' D' B D D D' L D B D' B' L' D R F D F' D' R' F D F' R' F D F' D' F' R F F D' F',86,3.3926387628703303,"0 29 600 689 1019 1530 1620 3029 3329 3450 3629 3750 4560 4709 4739 5700 6929 7050 7229 7319 7379 7529 7560 8610 8729 8819 8909 9000 9179 9209 9300 9419 9479 9569 9629 10024 12329 12389 12600 12989 13321 13533 13649 13770 14159 14281 14399 15329 15479 15665 15719 15839 16050 16649 17879 18029 18749 18810 19409 19709 20009 20070 20190 20279 20490 20640 20909 21119 21239 21300 21360 21539 23280 23430 23549 24479 24569 24719 24809 24900 24989 25050 25139 25200 25260 25349",CFOP,B?_BBC8,Default Session,,,,U,"B' F D L' F U' U'",1620,1620,"D D' L D L' L' D' L D D R D' R' R' D R",5940,1409,4531,"L D L' D' L D' D' L' D L D' L'",2069,1050,1019,"D' D' D' R' R L' D L D' B D' B'",4770,395,4375,"D' R D D R' D B' D' B",3630,930,2700,3,"D D D' L D B D' B' L' D R F D F' D' R'",3510,720,2790,Jb,"F D F' R' F D F' D' F' R F F D' F'",3810,1741,2069
27066,2025-06-26T21:23:43.224Z,20549,B2 R B' F' D2 F B R D R2 L' F' D' R' L' D2 R' D R L' D2 L,R' R' L F L B' L' D' L D D L' L' D' L D' F D F' D' F D' D' F' D F D' F' D F' D' F D' F' D F D' R D' D' R' D D R D' R' F' D F D D F' D' R' D R D F D' R D R' B' R D R' R' R R' R D' R' B R R D' R',77,3.747140980096355,"0 210 510 870 1291 1380 1470 2430 3031 3210 3299 3419 3482 3659 3750 5310 6690 6840 6930 7019 7140 7319 7351 7441 7590 7651 7710 7800 8939 9691 9869 9930 10141 10290 10380 10469 11769 12391 12480 12541 12631 12810 12900 12931 13050 13110 14731 14849 14941 15330 15391 15600 15877 16019 16111 16169 16290 16440 17340 17461 17610 17760 17910 18000 18120 18181 18450 18811 18930 19560 19861 20010 20160 20250 20339 20460 20549",CFOP,B?_BBC8,Default Session,,,,U,"R' R' L F L B' L'",1470,1470,"D' L D D L' L' D' L",2280,960,1320,"D' F D F' D' F D' D' F' D F D' F'",4050,1560,2490,"D F' D' F D' F' D F",2669,1139,1530,"D' R D' D' R' D D R D' R'",2641,1300,1341,41,"F' D F D D F' D' R' D R D F",3330,1621,1709,Jb,"D' R D R' B' R D R' R' R R' R D' R' B R R D' R'",4109,900,3209
27065,2025-06-26T21:22:59.923Z,18272,D F L2 U' B2 D U R' F2 L2 U B L' F2 U2 L2 R B L2 U2 F' R2,L D B B U' B U D' R D' D' R' D' F' D' F D' F' U' F D' F' U F D' B D' B' D' D' F D' D' F' D' F D F' D D' L D B D' B' L' D R F D F' D' R' B' D' B D' B' D' B R B' D' B D B R' B' B' D B D' D' B' D B D D,78,4.268826619964974,"0 120 810 872 1081 1230 1410 2070 2221 2371 2430 2520 2701 3122 3240 3300 5790 6750 6870 6991 7080 7176 7260 7351 7560 7651 7770 7920 8551 8700 8910 9031 9090 9150 9331 9931 10230 10530 11250 11760 11911 12332 12451 12510 12600 12960 13142 13380 13620 13710 13811 13861 14070 15000 15151 15240 15330 15421 15572 15691 15931 16050 16171 16260 16350 16441 16530 17070 17161 17220 17436 17522 17611 17700 17762 17851 18211 18272",CFOP,B?_BBC8,Default Session,,,,U,"L D B B U' B U",1410,1410,"D' R D' D' R'",1110,660,450,"D' F' D' F",780,181,599,"D' F' U' F D' F' U F D' B D' B'",4620,2490,2130,"D' D' F D' D' F' D' F D F'",2610,631,1979,3,"D D' L D B D' B' L' D R F D F' D' R'",3540,720,2820,Nb,"B' D' B D' B' D' B R B' D' B D B R' B' B' D B D' D' B' D B D D",4202,930,3272
26976,2025-06-26T19:08:51.232Z,18213,D' U2 L2 U' F' D B R L' B' F' D2 L' B' L' R B' U2 B D B2 U',U' U' D' F' U U R F U' R D' F' F F D' D' F' D F D' F' D B' D B L D' L' D L D' D' L' D L D' L' D' D' L' D' D' L D' L' D L D L D L' D' L' F L F' R R B' B' R' F' R B' B' R' F R' D,69,3.788502717838906,"0 91 121 751 1470 1680 2313 2790 2910 3271 3901 4802 4921 4980 5131 5190 5282 5521 5581 5640 5761 6992 7560 7620 7771 8162 8221 8340 8550 8672 8730 8791 9241 9421 9512 9571 9660 11162 11220 11821 12030 12092 12242 12483 12600 12691 12781 13350 13471 13621 13650 13741 13860 13891 14070 14160 16290 16381 16500 16560 16712 16830 16950 17042 17130 17671 17821 17910 18213",CFOP,B?_BBC8,Default Session,,,,U,"U' U' D' F' U U R F U' R",3271,3271,"D' F' F F D' D' F' D F D' F'",2490,630,1860,"D B' D B",2010,1231,779,"L D' L' D L D' D' L' D L D' L'",1889,391,1498,"D' D' L' D' D' L D' L' D L",3121,1502,1619,32,"D L D L' D' L' F L F'",1379,569,810,Aa,"R R B' B' R' F' R B' B' R' F R' D",4053,2130,1923
26975,2025-06-26T19:08:08.470Z,16498,L2 U' B R L' D' L D2 U2 B L2 U' R' D L' B2 F2 L2 U2 L2 U D2,B B R' B' F D' F F' D D F L' U' U' D' F D' F' D' R D' R' D D L' D' L D' L' D L D L D L' D' F D' F' D' F' D' F D D F' D' F D D F' B B R B' R B R' R' B' R F B' D' B D' B' D' B D B U B' D' B U' B' D' D' B' D' D',82,4.970299430233967,"0 89 183 358 808 1018 1139 1318 1468 1589 1739 1830 2278 2368 3058 3209 3478 3628 3961 4289 4380 4499 5278 5909 6178 6299 6359 6569 6689 6778 6809 8219 8340 8489 8579 8759 9151 9209 9329 9598 9720 9870 9930 10078 10138 10170 10288 10379 10956 11429 11849 11910 12119 12269 12390 12509 12628 12749 12810 12900 13078 13229 13231 13948 14610 14669 14760 14880 14909 15028 15179 15329 15390 15539 15660 15719 15901 16049 16138 16229 16439 16498",CFOP,B?_BBC8,Default Session,,,,U,"B B R' B' F D' F F' D D F L' U' U'",2368,2368,"D' F D' F' D' R D' R'",2131,690,1441,"D D L' D' L D' L' D L",2310,779,1531,"D L D L' D' F D' F'",2520,1410,1110,"D' F' D' F D D F' D' F",1050,269,781,10,"D D F' B B R B' R B R' R' B' R F B'",2852,577,2275,Ra,"D' B D' B' D' B D B U B' D' B U' B' D' D' B' D' D'",3267,717,2550
26974,2025-06-26T19:06:45.133Z,26309,F D' R U B R2 U' F2 B2 L' F L2 B2 D' L' U' R2 D2 B2 U B2 D,B L F U R' U' U' D' D L' D L D' D' R D' R' L' D D L D' L' D L D' D L D' L' D L D' L' D F' R F R' L' L' D' D' F L L F' D' D' L' D L' D' L D' D' L' D' L D' L' D' D L B' L' F L B L' F' L B L' F F' L B' L' F F' D R F L' F' R' F L F' D' L B' L' F L B L' F' L B L' F L B' L' F' D D,109,4.143068911779239,"0 61 390 691 930 1470 1562 1830 3600 3720 3870 3991 4320 4410 4530 4711 4802 5790 5881 5940 6032 6242 6331 6390 6481 8069 8729 8821 8880 8970 9069 9151 9242 9301 9539 9899 9960 10051 10139 11041 11099 11251 11310 11459 11701 11790 11851 12001 12060 12179 12240 12569 13859 13981 14161 14196 14251 14400 14493 14551 14880 15569 16529 16710 16830 16889 17039 17519 17670 17819 18093 18242 18359 18420 18540 19440 19679 19771 19889 19979 21059 21719 22080 22439 22590 22683 22772 22861 23129 23189 23581 24451 24540 24630 24751 24809 24901 24960 25080 25229 25321 25410 25469 25589 25649 25710 25769 26219 26309",CFOP,B?_BBC8,Default Session,,,,U,"B L F U R' U' U'",1562,1562,"D' D L' D L D' D' R D' R'",3240,268,2972,"L' D D L D' L' D L",1679,988,691,"D' D L D' L' D L D' L' D F' R F R'",3658,1588,2070,"L' L' D' D' F L L F' D' D' L' D L'",2430,902,1528,25,"D' L D' D' L' D' L D' L'",2311,1290,1021,E,"D' D L B' L' F L B L' F' L B L' F F' L B' L' F F' D R F L' F' R' F L F' D' L B' L' F L B L' F' L B L' F L B' L' F' D D",11429,689,10740
26973,2025-06-26T19:05:43.370Z,19498,U' R B2 U R' L F D2 L R2 D U F2 L B L2 D2 L B L' F2 R,R' B' L' U' D' B' B' L D L' D' L D' D' L' D B' B' D' R R D' D' F D' F' D B' D' B D' L' D L D D' L' U' L D' L' U L D' R D' R' L D L' D' L D' D' L' D L D' L' R F L' F' R' L D L D' L' D' D' D' D R F' R B' B' R' F R B' B' R' R',85,4.359421479126064,"0 180 690 1289 1320 1738 1830 2790 2908 2998 3058 3149 3328 3389 3454 5758 6000 6089 6329 6658 6958 7261 7738 8161 8278 8369 8848 8971 9058 9178 9868 10019 10108 10169 11338 11638 11879 11998 12119 12179 12241 12332 12419 12628 12718 12840 12898 13378 13468 13529 13648 13715 13890 13918 13978 14098 14160 14226 14310 14878 15028 15119 15209 15329 15333 15570 15658 15809 15898 16290 16740 16800 17308 17640 17728 17879 18001 18088 18179 18419 19078 19198 19288 19409 19498",CFOP,B?_BBC8,Default Session,,,,U,"R' B' L' U' D' B' B' L D L' D' L D' D' L' D B' B' D' R R",6958,6958,"D' D' F D' F'",1411,303,1108,"D B' D' B D' L' D L",1800,479,1321,"D D' L' U' L D' L' U L D' R D' R'",2729,1169,1560,"L D L' D' L D' D' L' D L D' L'",1412,480,932,27,"R F L' F' R' L D L D' L'",1588,568,1020,Ab,"D' D' D' D R F' R B' B' R' F R B' B' R' R'",3600,392,3208
26972,2025-06-26T19:04:59.016Z,22053,L' F2 L2 U D L F2 U' L' U F2 D L' U2 F' D U' B' L' D F2 D',U L U L F R F' R F U D D L' L D F' D' F D F' D D F D D L' D L D D' L D L' D' D' L D L' D B' D' B D' D' F D F' B' D B D B' D B D' B' D B D D B R F' R F R' F' R F R' R' B' D' D' F' D' R' F D F' D' F' R F F D' F' D' F D F' D F D,94,4.26245862240965,"0 150 419 750 959 2639 3511 3600 3660 3779 4169 5489 6031 6569 6959 7409 7501 7590 7680 7799 7979 8069 8101 8371 8430 8849 8939 9000 9599 10409 10800 10861 10950 11069 11130 11221 11309 11370 13080 13441 13620 13709 13952 14010 14069 14190 14250 14999 15089 15209 15271 15389 15599 15719 15781 15840 15899 15959 17100 17640 18000 18119 18209 18330 18450 18539 18660 18750 18869 18960 19019 19109 19859 19921 20159 20280 20399 20490 20609 20639 20792 20882 20999 21091 21149 21301 21423 21482 21569 21691 21779 21869 21959 22053",CFOP,B?_BBC8,Default Session,,,,U,"U L U L F R F' R F U",3779,3779,"D D L' L D F' D' F D F' D D F D D L' D L",5221,390,4831,"D D' L D L' D' D' L D L'",2370,599,1771,"D B' D' B D' D' F D F'",2880,1710,1170,"B' D B D B' D B D' B' D B",1709,749,960,53,"D D B R F' R F R' F' R F R' R' B'",3150,1141,2009,F,"D' D' F' D' R' F D F' D' F' R F F D' F' D' F D F' D F D",2944,750,2194
26971,2025-06-26T19:04:02.520Z,17430,U' F' D2 L F U2 R2 B L2 D' F2 D2 L' D F U B D' B D2 L B2,R' U B' U B B L' D' L D F' D F D' L' D' L D B' D' B D' D' B D B' D' B D B' D D R' D R D' F D' F' F D F' F D' F' B B D D R' B' B' R D D B D' B D F D F' D F D' F' D F D' D' F' D' D' F' F' U' F F D F' F' U D' F U' F U F' D F D' F,92,5.278255880665519,"0 121 329 629 900 929 1439 1560 1620 2040 2460 2520 2641 3300 3539 3629 3719 4050 4380 4469 4530 5192 5369 5460 5610 5669 5759 5819 5940 6000 6719 7082 7229 7350 7470 7559 8430 8520 8580 9240 9330 9419 9690 9779 10079 10739 10829 10921 10981 11191 11370 11430 11489 11701 11792 11880 11942 12030 12569 12960 13050 13110 13230 13320 13529 13769 13830 13951 14040 14101 14191 14821 14880 15359 15421 15600 15720 15750 15870 15931 15991 16081 16083 16379 16709 16860 16980 17040 17160 17250 17340 17430",CFOP,B?_BBC8,Default Session,,,,U,"R' U B' U B B",929,929,"L' D' L D F' D F",1712,510,1202,"D' L' D' L D B' D' B D' D' B D B' D' B D B'",3359,659,2700,"D D R' D R D' F D' F'",2580,719,1861,"F D F' F D' F' B B D D R' B' B' R D D B D' B",3450,660,2790,20,"D F D F' D F D' F' D F D' D' F'",2161,539,1622,V,"D' D' F' F' U' F F D F' F' U D' F U' F U F' D F D' F",3239,630,2609
26970,2025-06-26T19:03:30.632Z,16230,U B R2 U' R2 B' D2 B U2 D2 B L U' F' L' U' F B L B U' F2,R R F D' B' B' D' D' F D' D' F' D' F D F' D' B B' B D' B' D R D' R' D L D' L' B D B' D D L D L' D F' D' F D R D F D' F' D F D' F' R' D' D' B' B' U' L D' L D L' U F F' B B R D' R' D D D,74,4.559457794208257,"0 61 180 421 630 690 1169 1919 2040 2159 2221 2280 2640 2730 2850 2909 3149 3660 3872 4649 4950 5009 5219 5819 5880 6000 6781 6872 6959 7050 7559 7622 7710 8280 8340 8549 8669 9151 9480 9599 9725 9809 10469 10752 10980 11069 11130 11219 11309 11370 11459 11550 11730 12570 12659 12899 12961 13022 13110 13289 13380 13500 13560 13649 13859 14069 14309 14431 14851 14940 15089 15300 15659 16230",CFOP,B?_BBC8,Default Session,,,,U,"R R F D' B' B'",690,690,"D' D' F D' D' F' D' F D F'",2219,479,1740,"D' B B' B D' B' D R D' R'",3091,240,2851,"D L D' L' B D B'",1710,781,929,"D D L D L' D F' D' F",2099,570,1529,50,"D R D F D' F' D F D' F' R'",1921,660,1261,Gc,"D' D' B' B' U' L D' L D L' U F F' B B R D' R' D D D",4500,840,3660
26969,2025-06-26T19:01:25.230Z,16530,F2 U' F R' U L2 F2 R2 B L2 F2 B' U R B' R' F L' R U2 B D,D' D' R' R' D R' D' D' B B D R D' D' R' D' L D' L' D' R' D' R R' D' D' R D' B' D B D F D' F' D D D D' R' D' R D' F D L D' L' D L D' L' F' D' D' D' L B' L F' F' L' B L F' F' L' L' D,69,4.174228675136116,"0 59 330 392 750 900 1500 1589 1830 1889 2642 3450 3510 3569 3631 3908 3959 4139 4350 5068 6060 6271 6359 6719 6840 6899 6959 7289 7619 7709 7799 8129 8249 8311 8399 8549 8610 9209 9240 9421 9547 9599 10380 10859 11340 11400 11519 11579 11699 11820 12363 12451 12630 13140 13469 14221 14701 15000 15188 15269 15359 15569 15629 15812 15989 16079 16139 16229 16530",CFOP,B?_BBC8,Default Session,,,,U,"D' D' R' R' D R' D' D' B B",1889,1889,"",0,0,0,"D R D' D' R' D' L D' L'",2461,753,1708,"D' R' D' R R' D' D' R D' B' D B",3449,718,2731,"D F D' F' D D D D' R' D' R",1800,330,1470,50,"D' F D L D' L' D L D' L' F'",3031,781,2250,Ab,"D' D' D' L B' L F' F' L' B L F' F' L' L' D",3900,510,3390
26968,2025-06-26T19:00:04.098Z,14160,F' R L2 F' B' R' U2 D' F' R' B' L2 F2 B' U F' R' U' L' B2 R2 D2,R' B U' F U U L' L' D L' D L L D L' L' D L D' B D' B' D R' D' R R D R' D' L D' L' D L D L' D' R' D R D' R' D R D' R' D R D L D L' D L D' D' L' D' F L D' L' D' L D L' F' L D L' D' L' F L F' D,77,5.437853107344632,"0 120 271 870 1801 1950 2131 2223 2461 2610 2764 2911 3992 4173 4260 4352 4471 4599 4710 5108 5162 5280 5672 6002 6180 6330 6901 7021 7110 7982 8132 8252 8341 8402 8490 8641 8702 9511 9572 9662 9780 9843 9931 9990 10082 10141 10241 10290 10380 10980 11010 11220 11310 11428 11610 11730 11791 11852 12390 12541 12690 12752 12813 12845 12960 13051 13140 13230 13290 13411 13471 13590 13742 13832 14011 14130 14160",CFOP,B?_BBC8,Default Session,,,,U,"R' B U' F U U L' L'",2223,2223,"D L' D L L D L' L' D L D' B D' B'",3057,238,2819,"D R' D' R R D R'",1830,392,1438,"D' L D' L' D L D L'",1592,872,720,"D' R' D R D' R' D R D' R' D R",1678,809,869,26,"D L D L' D L D' D' L'",1472,600,872,Y,"D' F L D' L' D' L D L' F' L D L' D' L' F L F' D",2308,538,1770
26967,2025-06-26T18:59:34.677Z,18270,D' U' F L U F D R B L' R' F B' D' R' L2 U D2 F B' L' F2,B U' D D R F' U' D U U R' R' D L' D' L D D B' D B L' R L' R U' U' R L' L' R D L D' L' D B D' B' D R' D R D' D' L D L' D' L D L' D D' L L U L' D' D' L U' L' D' D' L' D' D' L' D' L B B U R' D R D' R U' B' B' D',83,4.54296661193213,"0 270 511 630 780 900 1499 2099 2520 2941 3152 3241 3749 4170 4290 4321 4802 4861 5881 5944 6149 6900 6904 6991 6992 7202 7290 7440 7442 7771 7771 8191 8280 8371 8430 8730 9031 9089 9211 9959 10140 10259 10350 11339 11461 11522 11639 11730 11821 11880 11999 12061 12600 12811 13020 13049 13170 13259 13439 13499 13620 13800 13890 14009 14070 14190 14790 15303 15721 15870 16170 16320 16381 16499 16620 16891 17130 17249 17342 17490 17643 17910 18270",CFOP,B?_BBC8,Default Session,,,,U,"B U' D D R F' U' D U U R' R' D L' D' L D D B' D B L' R L' R U' U' R L' L' R",7771,7771,"",0,0,0,"D L D' L' D B D' B'",1440,420,1020,"D R' D R",1139,748,391,"D' D' L D L' D' L D L'",1711,989,722,22,"D D' L L U L' D' D' L U' L' D' D' L'",2129,539,1590,Gb,"D' D' L' D' L B B U R' D R D' R U' B' B' D'",4080,600,3480
26966,2025-06-26T18:58:55.865Z,22231,R B2 U B R' F2 D U2 B2 L2 F' R2 L2 D2 U' F' R L D' L2 U' R,R' U' L' F' U' B B D' F' D F D' R' D R L' D L D D B' D' B D' F' D F D D L' D' L D' L D' L' D L D L' D' L D' L' D' B D B' L' F L F' D D L D B D' B' B' L' B D B D' B' D B D B' U D' B B D' B D' B' D B' D B' B' U' D' D D,87,3.913454185596689,"0 150 870 1050 1439 1770 1833 3751 4050 4291 4350 4983 5520 5609 5699 6240 6331 6450 6630 6720 7081 7380 7383 8251 8371 8490 8581 8790 8850 9157 9241 9330 10290 10381 10530 10980 11070 11160 11311 11370 11880 12570 12660 12750 13320 13409 13801 13920 14191 14310 14491 14580 16050 16110 16381 16591 16710 16770 16893 16980 17070 17160 17310 17610 17730 17910 18991 19500 19560 19651 19741 19770 19927 20010 20100 20219 20521 20820 21030 21240 21330 21420 21480 21540 21870 22171 22231",CFOP,B?_BBC8,Default Session,,,,U,"R' U' L' F' U' B B",1833,1833,"D' F' D F D' R' D R",3866,1918,1948,"L' D L D D B' D' B",1684,541,1143,"D' F' D F D D L' D' L D' L D' L' D L D L' D' L D' L' D' B D B'",6537,868,5669,"L' F L F'",660,271,389,12,"D D L D B D' B' B' L' B D B D' B'",3330,1470,1860,Gd,"D B D B' U D' B B D' B D' B' D B' D B' B' U' D' D D",4321,1081,3240
26965,2025-06-26T18:58:16.247Z,18602,F' R F' L2 U' F' L' F' B U2 B F U' B' R2 L' D U2 R D2 F' D,R' U' F' D' D' F' R U' D D F' F' F D' F' D F D F' D' D' D' R D R' D L D' D' L' D D L D' L' D' D B D' B' L B' L' B D' D' B D B' D B D' B' D' B' L B L' D' D' D' D' B' B' U' L D' L D L' U B B R D' R' D',77,4.13933985592947,"0 209 541 660 720 810 1111 2010 3209 3270 3390 3450 4261 4380 4440 4650 4710 4831 4890 5639 5700 6060 6510 6599 6691 7140 7380 7470 7530 7620 7801 7860 7893 8009 8070 8851 10380 10443 10560 10681 10860 10920 11070 11101 11851 11942 12511 12630 12720 12810 12902 13020 13110 13170 13290 13381 13620 13681 14101 14670 16441 16501 16770 16830 16892 16982 17160 17280 17401 17493 17610 17790 17851 17970 18120 18240 18602",CFOP,B?_BBC8,Default Session,,,,U,"R' U' F' D' D' F' R U' D D F' F'",3450,3450,"F D' F' D F D F'",1440,811,629,"D' D' D' R D R'",1801,749,1052,"D L D' D' L' D D L D' L'",1379,449,930,"D' D B D' B' L B' L' B",3031,781,2250,37,"D' D' B D B' D B D' B' D' B' L B L'",2580,750,1830,Gc,"D' D' D' D' B' B' U' L D' L D L' U B B R D' R' D'",4921,420,4501
26964,2025-06-26T18:57:38.497Z,12811,L D' L' F2 U2 F2 R' F' B2 R' B2 L2 B' D' L F D B L' F U2 D2,B U L R' B U' U' D B' D D B D' R D R' L D' L' D' R' D D R D' D' R' D R B' B' D' D' L B B L' D' D' B' D B' D' D' B D' D' B' B' D' B B D' B' B' D' D' B D' F L' F R' R' F' L F R' R' F' F' D',72,5.620170166263367,"0 119 540 570 870 1321 1411 1710 1861 2070 2161 2311 2370 2761 2850 2910 3661 3720 3780 4680 4831 4951 5011 5161 5251 5311 5340 5610 5820 6750 6840 6932 6991 7170 7320 7382 7441 7650 7712 7830 7890 7950 8760 8851 8973 9152 9180 9271 9331 9481 9570 9631 9720 9811 9870 9990 10050 10111 10802 11400 11491 11640 11761 11820 11912 12061 12150 12361 12450 12511 12571 12811",CFOP,B?_BBC8,Default Session,,,,U,"B U L R' B U' U'",1411,1411,"D B' D D B D' R D R'",1499,299,1200,"L D' L'",870,751,119,"D' R' D D R D' D' R' D R",2040,900,1140,"B' B' D' D' L B B L' D' D' B' D B'",2130,930,1200,21,"D' D' B D' D' B' B' D' B B D' B' B' D' D' B",2161,810,1351,Ab,"D' F L' F R' R' F' L F R' R' F' F' D'",2700,691,2009
